ID	Bifidobacterium adolescentis	Bifidobacterium bifidum	Bifidobacterium longum	Bifidobacterium pseudocatenulatum	Collinsella aerofaciens	Bacteroides caccae	Bacteroides cellulosilyticus	Bacteroides dorei	Bacteroides eggerthii	Bacteroides faecis	Bacteroides finegoldii	Bacteroides fragilis	Bacteroides intestinalis	Bacteroides massiliensis	Bacteroides ovatus	Bacteroides salyersiae	Bacteroides stercoris	Bacteroides thetaiotaomicron	Bacteroides uniformis	Bacteroides vulgatus	Bacteroides xylanisolvens	Bacteroidales bacterium ph8	Barnesiella intestinihominis	Coprobacter fastidiosus	Odoribacter splanchnicus	Parabacteroides distasonis	Parabacteroides goldsteinii	Parabacteroides merdae	Parabacteroides unclassified	Paraprevotella clara	Paraprevotella unclassified	Prevotella copri	Alistipes finegoldii	Alistipes onderdonkii	Alistipes putredinis	Alistipes shahii	Alistipes unclassified	Streptococcus salivarius	Clostridium bolteae	Clostridium citroniae	Clostridium clostridioforme	Clostridium hathewayi	Clostridium leptum	Clostridium nexile	Clostridium symbiosum	Flavonifractor plautii	Eubacterium eligens	Eubacterium hallii	Eubacterium rectale	Eubacterium siraeum	Eubacterium sp 3 1 31	Eubacterium ventriosum	Ruminococcus gnavus	Ruminococcus obeum	Ruminococcus torques	Coprococcus comes	Dorea longicatena	Lachnospiraceae bacterium 1 1 57FAA	Lachnospiraceae bacterium 3 1 46FAA	Roseburia hominis	Roseburia intestinalis	Roseburia inulinivorans	Roseburia unclassified	Oscillibacter unclassified	Peptostreptococcaceae noname unclassified	Faecalibacterium prausnitzii	Ruminococcus bromii	Ruminococcus callidus	Ruminococcus lactaris	Subdoligranulum unclassified	Coprobacillus unclassified	Acidaminococcus unclassified	Dialister invisus	Veillonella atypica	Veillonella dispar	Veillonella parvula	Veillonella unclassified	Burkholderiales bacterium 1 1 47	Parasutterella excrementihominis	Sutterella wadsworthensis	Bilophila unclassified	Escherichia coli	Escherichia unclassified	Klebsiella pneumoniae	Haemophilus parainfluenzae	Akkermansia muciniphila	C2likevirus unclassified
PSM7J19N	0	0	0.00043	0.0005419	0	0.0265815	0	0.0085598	0	0.0100018	0	0.005089	0	0	0.0056352	0	0	0.0018678	0.0713531	0.0112189	0	0	0.0186509	0	0.0114686	0	0	0	0.0089112	0.0029566	0.0061085	0.487134	0.0042665	0.0046167	0.0346027	0.0082753	0	0	4.22e-05	0	0	0	0.0006581	0	1.69e-05	4.87e-05	0.0032504	5.63e-05	0.0264465	0.0246062	0	0	0	0.0010421	0.0056976	0.0008979	0.0047806	0	0.0017107	0.0016879	0.0142283	0.0103053	0	0	0.000602	0.0763469	5.25e-05	0	0.0073994	0.0393494	0	0	0	0	0	0	6.8e-05	3.4e-05	9.9e-06	0.0103354	0.0014995	0	0	0	0.0017737	0.0180787	0
PSM7J19P	0	0	0.0002111	0	0	0.0178958	0	0.004985	0	0.0037573	0	0.002642	0	0	0.0090338	0	0	0.0006962	0.0479216	0.0232789	0	0	0.0144146	0	0.009147	4.3e-06	0	0	0.0039828	0.0036032	0.0083405	0.57077	0.0030261	0.0027973	0.0257487	0.0053134	0	0	0	0	0	0	0.0004442	0	0	0	0.0009928	0	0.0246084	0.0470538	0	0	0	0.0002901	0.0044124	0.0003524	0.0035041	0	0.0004708	0.001423	0.0045594	0.0046961	0.0007848	0	0	0.0740678	0	0	0.0056962	0.0277314	0	0	0	0	0	0	0.0001159	2.12e-05	5.4e-06	0.0108544	0.0012289	0	0	0	0.0037972	0.0143988	0
PSM7J19R	0	0	0.0082522	0.002619	0	0.0378994	0	0.0123728	0	0.0043071	0	0.0012439	0	0	0.0041704	0	0.0001183	0.0008813	0.109905	0.0179899	0	0	0.0237727	0	0.0203023	0	0	0	0.0089231	0.0021072	0.0033127	0.117868	0.0073554	0.0068399	0.0325722	0.0081306	0	9.73e-05	0.0006357	0	0	0.0023413	0.0006021	0.0011881	0.0005296	0	0.0012059	0.0003188	0.0375853	0.0116078	4.3e-05	0	6.95e-05	0.0024762	0.0062678	0.0056514	0.0132195	0.0001552	0.0016359	0.0005842	0.0003756	0.0025595	0.0006825	0.0023318	0	0.152034	0	0	0.0108244	0.0544889	0	0	0	0	0	1.19e-05	0.0001056	0.0001631	9.78e-05	0.011939	0.0068161	0	0	0	0.0020606	0.205239	0
PSM7J19T	0	0	0.000136	0	0	0.0401401	0	0.0086061	0	0.0053183	0	0.0101256	0	0	0.0121513	0	0	0.0009151	0.0276452	0.041169	0	0	0.0271488	0	0.0129116	6.2e-06	0	0	0.0053721	0.0025326	0.0079691	0.560307	0.0026487	0.0030962	0.0402576	0.0060812	0	0	0	0	0	0	0.0001224	0	0	0	0.0017248	0	0.0371479	0.0049711	0	0	0	0.0011118	0.0011352	0.0001241	0.0009245	0	0.0001419	0.00131	0.01515	0.0021977	0	0.0008258	0.0016112	0.046711	0	0	0.0056526	0.0277009	0	0	0	0	0	5.9e-05	0.0001072	0	0	0.0159158	0.0006245	0	0	0	0.0026434	0.0058888	0
PSM7J19Z	0	0	0.0249175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005379	0.0262078	0	0.0358815	0.0096762	0	0.00406	0.07028	0.0252701	0	0	0	0.0860461	0	0	0.0595311	0	0.001316	0	0	0.0005305	0	0	0	0	0	0.0346969	0	0	0	0	0	0.0628881	0.0044371	0	0	0.001578	0.0125187	0.0391529	0.127605	0	0	0	0	0.0097757	0	0	0.0391697	0	9.59e-05
PSM7J1A2	0	0	0.0292474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2e-05	8.38e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003926	0.0192141	0	0.047286	0.0121003	0	0.0041042	0.0340204	0.0085737	0	0	0	0.0962695	0	0	0.111188	0	0.0127551	0	0	0.002161	0	0	0	0	0.0001117	0	0	0.000144	0	0	0	0.0520177	0.0042708	0	0	0.0023881	0.0035974	0.0416703	0.0446183	0	0	0	0	0.0470421	0	0	0.0265108	0	0
PSM7J1A4	0	2.29e-05	0.0677718	0.0001315	0.0003559	0	0	0.0006137	0	0.0006318	0	0	0	0.0106124	0.0004125	0	0.0055791	0	0.0035071	0.0121129	0	0	0.0001372	0	0	0.0003099	0	0.0009631	0	0.0001395	0.0007057	0	0	0	0.0001367	0	0	0.0002101	0.0235718	0	0.0100595	0.0078364	0	0.0091254	0.0263155	0.0106295	6.9e-06	0	0.0099321	0.0679733	0	0.0014222	0.152934	0.000169	0.0058838	0.001178	0.0019061	0	0	0	0.0045422	0.0004344	0	3.59e-05	0.0004509	0.0168577	0	0	0	0.105994	0.0047708	0.0003868	0	0.0012085	0.0099748	0.0414297	0.112036	0	0	0	0	0.0360141	0	0.0004412	0.12971	0	0.001143
PSM7J1A6	0	0	0.0393401	0	0	0	0	0	0	0	0	0	0	0	0	0	7.2e-06	0	1.76e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.34e-05	0.006265	0	0	0	0	0	0	0.007646	0	0.0003731	0	0	0	0	0	0	0	0	0	0.0004633	2.1e-05	0	0	0	0.000115	0.0012044	0	0	0	0.0243246	0.0004773	0.0786241	0	0	0	0	0.282035	0.0096944	0.421263	0	0	0.0006524
PSM7J1A8	0	0	0.0038838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9e-06	1.05e-05	0	0	0	0	0	0	0	0	0	0	0	4.53e-05	0	0	0	0	0	0	0.0057604	0	0	0.0017091	0	0.0065167	0.0139255	0.0052512	0	0	0	0	0	0	0.0114398	0	0.0023278	0	0	0	0	0	0.469385	0.0003236	0	0	0	2.06e-05	0	0	0	0.0451388	0.0025511	0	0	2.13e-05	0.0078471	0.0019494	0.0745082	0	0	0	0	0.109746	0	0.0001778	0.0107022	0	1.79e-05
PSM7J1AM	0	0.0016176	0.0009047	0.0004597	0	0.106947	0	0	0	0	0	0.0370384	0	0	0.135186	0	0	0.257277	3.52e-05	0.186676	0.002816	0	0	0	0	0.0057554	0	0	0.0313538	0	0	0	0	0	0	0	0	0	0.0016059	0	0	0.0034046	0	0	0	0.0009758	0	0.0009412	0.0077434	0	0	0	0.000603	4.59e-05	0.0010277	0	0	0	0.0025003	0.0185058	0.0155282	0.0066413	0	0.0084171	0.0003749	0.109662	0	0	0	0.0169513	0.0004561	0	0	0	0	0.000441	0.0003648	0.0019277	0.0026374	0	0	0.0135662	0	0	0.0001231	0	0
PSM7J1AO	0	0.0004123	0.0054362	0.0042095	0	0.0609883	0	0	0	0	0	0.0302737	0	0	0.274329	0	0	0.207372	0	0.246775	0	0	0	0	0	0.0044953	0	0	0.0210676	0	0	0	0	0	0	0	0	0.0002043	0.0009704	0	0	0.0008609	0	0	0	0.0007749	0	0.0004382	0.0070475	0	0	0	0.0026341	0	0	0	0	0	0.0004959	0.0099937	0.0077145	0.0273509	0	0.0105427	0	0.0578513	0	0	0	0.0059576	0.000226	0	0	0.0005777	0	0.0001664	0.0005645	4.8e-05	0.0004661	0	0	0.0014393	0.0006167	0	0.0005983	0	0
PSM7J1AQ	0	0.0001275	0.0008385	0.0001984	0	0.0459766	0	0	0	0	0	0.0144198	0	0	0.174388	0	0	0.192784	0	0.349252	0.0006716	0	0	0	0	0.0037727	0	0	0.0219489	0	0	0	0	0	0	0	0	0	0.0015605	0	0	0.0002753	0	0.0004343	0	0.0005453	0	0.0001861	0.0078008	0	0	0	0.001197	0	0.0007582	0	0	0	0.0012484	0.0033866	0.109992	0.0048997	0	0.0162274	0	0.0322208	0	0	0	0.0097403	0.0001945	0	0	0	0	0	1.72e-05	0.0005534	0.0007816	0	0	0	0	0	0	0	0
PSM7J1AS	0	0.0008827	0.0042293	0.0018465	0	0.086676	0	0	0	0	0	0.0340801	0	0	0.168534	0	0	0.167193	0	0.337829	0.0058742	0	0	0	0	0.0054597	0	0	0.0248169	0	0	0	0	0	0	0	0	3.43e-05	0.0002977	0	0	5.23e-05	0	5.64e-05	0	0.0001558	0	0.0011677	0.0412743	0	0	0	0.0016713	1.51e-05	0.0006591	0	0	0.0004586	0.0020986	0.0016825	0.01213	0.0599395	0	0.0047181	0.0005457	0.0201715	0	0	0	0.0044028	0.0007162	0	0	0.0001088	0.0002048	0.0003947	0.0012828	5.56e-05	0.0004239	0	0	0.0019974	0.0015868	0	0.0010708	0	0
PSM7J1AU	0	0.0008451	0.0003997	0	0	0.120294	0	0	0	0	0	0.0366873	0	0	0.162065	0	0	0.216826	0	0.315737	0.0005732	0	0	0	0	0.0036382	0	0	0.0193994	0	0	0	0	0	0	0	0	0	0.0001712	0	0	0	0	0	0	2.65e-05	0	0.0003564	0.0321683	0	0	0	0.0002077	0	0.0002914	0	0	0	0.0044777	0.0082801	0.0062334	0.0084706	0	0.0010288	0	0.0544498	0	0	0	0.0007189	0.0001885	0	0	0.000151	1.69e-05	7.76e-05	0.0007977	0.0003334	0.0010292	0	0	0.0002185	0	0	0.0012848	0	0
PSM7J1B7	0	0	0.0001986	0	0	0.0809425	0	0	0.375326	0	0	0.0119433	0	0	0.0612883	0	7.7e-06	0.0075039	0.150244	0.0812994	0.013761	0	0.0361677	0	0.0151375	0	0	0.0494084	0.0085569	0	0	0	0	0.0131116	0	5.41e-05	0	0	0.0006519	1.33e-05	5.42e-05	0	0	0	0	0	0	0.000155	0.010888	0	0	0.002145	0.0001294	3.49e-05	0	0.0001054	0.0001598	0	0	0	0.0138753	0.0085459	0	0	0	0.0057524	0	0	0	0.0016374	0	0.0187962	0.0028804	5.56e-05	0.0007863	0.0046192	0.0048168	0	0	0	0	0	0	0	0.0071189	0	0
PSM7J1B9	0	0	0.0008945	0	0	0.16251	0	0	0.298966	0	0	0.0182776	0	0	0.0288266	0	5e-06	0.0044901	0.0520804	0.0876778	0.0078336	0	0.0487887	0	0.0127585	0	0	0.0339469	0.0034199	0	0	0	0	0.0208792	0	0	0	0	0.001171	0	6.7e-05	0	0	0	0.0002842	0	0	0.0009218	0.0765471	0	0	0.0023086	2.58e-05	0.0002651	0.0012515	0.0017498	0.0009869	0	0.0005926	4.54e-05	0.0018038	0.0196916	0	0.0009764	0.0001754	0.0458951	0	0	0	0.00355	0	0.0268851	0.0167733	0	0	0.0002139	0.0003457	0	0	0	0	0.0014685	0	0	0	0	0
PSM7J1BB	0	0	0.0016161	0	0	0.0279634	0	0	0.234587	0	0	0.0131063	0	0	0.0309937	0	0	0.0008313	0.0598891	0.0825343	0.0045883	0	0.009522	0	0.0037694	0	0	0.009331	0.0025524	0	0	0	0	0.007054	0	0	0	0.0004634	0.00022	0	1.15e-05	0	0	0	0	0	0.000135	0.0005232	0.13038	0	0	0.0086763	0.0001642	0.0006717	0.0021884	0.0007052	0.0031841	0	0.0001273	0.0015771	0.112723	0.0519808	0	0.0002582	0.0030373	0.0740508	0	0	0	0.0046436	0.0001081	0.0220421	0.0006478	0.0012831	0.0040049	0.0058657	0.031705	0	0	0	0	0	0	0	0.0292162	0	0
PSM7J1BD	0	0	0.000871	0	0	0.0391495	0	0	0.352806	0	0	0.0167968	0	0	0.0135142	0	0	0.0024084	0.105395	0.0277145	0.0026735	0	0.04258	0	0.0203214	0	0	0.0288053	0	0	0	0	0	0.026185	0	9.28e-05	0	0.0004922	0.0006223	1.53e-05	0.0003646	0	0	0	0	0	0	2.49e-05	0.0743268	0	0	0.0018822	0	0.0008954	0.0006885	0	0.0006959	0	0.0001293	0.0021627	0.0958845	0.0193835	0	0.0007568	0	0.0502378	0	0	0	0.0045288	0	0.0215269	0.0189821	0.0003681	0.0010454	0.0028586	0.0086313	0	0	0	0	0	0	0	0.0011209	0	0
PSM7J1BF	0	0	0.0004153	0	0	0.0432752	0	0	0.263326	0	0	0.0170105	0	0	0.0181076	0	1.34e-05	0.0025611	0.077502	0.0312878	0.0047926	0	0.0418431	0	0.0145077	0	0	0.0292313	0	0	0	0	0	0.0183027	0	8.37e-05	0	0.0002509	0.0005932	0	0.0001457	0	0	0	0	0	0	0.0002058	0.135552	0	0	0.0028171	5.72e-05	0.0037903	0.0022526	0.0001035	0.0003671	0.0002745	0.0001838	0.0021624	0.107016	0.0441483	0	0.0008161	0.0012239	0.064122	0	0	0	0.0031687	0	0.0303502	0.0064923	0.0004601	0.0006434	0.0017836	0.0079131	0	0	0	0	3.44e-05	0.0003101	0	0.0016709	0	0
PSM7J1BJ	0	0	0.0087423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003079	0	0	0.0042967	0	0	0	0	0.00378	0	0	0	0	0	0	0.0017879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0055273	0	0	0.0088233	0	0.0152588	0.448676	0	0	0	0	0.109961	0	0	0.231512	0	0
PSM7J1BL	0	0	0.0158777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0185399	0	0	0	0	0.418544	0.0802229	0.0049333	0.32678	0	0
PSM7J1BP	0	0	0.061187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145885	0	0	0	0	0.401828	0	0.0537283	0.0198588	0	0
PSM7J1BR	0	0	0.0012012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002914	0	0	0	0	0	0.522291	0	0	0.219924	0	0	0.0004027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002608	0	0	0	0	0	0	0	0	0	0	0	0.00366	0	0	0	0	0.0004346	0.0005817	0	0	0	0	0.024797	0.119818	0	0	0	0	0.0795585	0	0	0.0131437	0	0
PSM7J1BV	0.0017761	0.0009756	0.0019694	0	0.0008959	0.0260352	0.0036322	0.009357	0	0.0183329	0	0.0219934	0	0	0.0477637	0	0.450053	0.0005242	0.0420067	0.0223755	0.0003132	0.0088741	0.0532428	0	0.0110442	0.005863	0	0.0998076	0	0	0	0	0.001882	0	0.0344909	0.0134642	0	0	0	0	0	0	0	0	0	0	0.0017664	0.0018598	0.001814	0	0	0	0	0.0014725	0	0.0005312	0.0010639	0	0.0009319	0.0002049	0.0031324	0.0015876	0.0100934	0.0032768	0	0.0212017	0.0057839	0	0	0.0052062	0	0	9.88e-05	0	0	0	0.0001095	6.4e-06	1.35e-05	0.0596824	0.0013812	0	0	0	0	0	0
PSM7J1BX	0.0019648	0.0016011	0.0084243	0	0.0069507	0.0217891	0.000175	0.0026528	0	0.0097224	0	0.0396217	0	0	0.0282086	0	0.179028	1.52e-05	0.0731359	0.0139792	0.0002306	0.0001728	0.112461	0	0.006877	0.0059161	0	0.0575346	0	0	0	0	8.41e-05	0	0.0188779	0.0013087	0	0	0.000526	0	0	0	0	0	0.0004379	0.0004423	0.000655	0.0004802	0	0.0002409	0	0	0	0.0025056	0.0004355	0.0091234	0.0005888	0	0	0	0	0.0004814	0.0003036	0.0119555	0.0004151	0.320305	0	0	0	0.0202762	0	0	0	0	0	0	0.0002635	0	3.18e-05	0.0294335	0.0005613	0	0.0005329	0	0	0	0
PSM7J1C4	0.0070985	0.0016302	0.0028758	0	0.0039223	0.0130022	0.0049832	0.0108176	0	0.0149476	0	0.011908	0	0	0.079344	0	0.182443	0.0003477	0.0366205	0.028653	0	0.0058738	0.0101801	0	0.0115461	0.0147186	0	0.110414	0	0	0	0	0.0057742	0.0002037	0.0263443	0.0071708	0	0	0	0	0	0	0.0029894	0	0	0.000151	0.0010173	0.0010972	0.0063556	0.0038131	0	0	0	0.0034809	0	0.0015948	0.0015761	0	0	0.0018004	0.0003074	0.0010008	0.0102124	0.0078769	0	0.0981312	0.0102122	0	0	0.0484057	0	0	0	0	0	0	0	0.0001449	6.61e-05	0.0443871	0.0044868	0	0	0	0.0002043	0	0.152629
PSM7J1C8	0	0	0.0001337	0.0351091	0.0061926	0.0239447	0.0001741	0.0203472	0	0.0021102	0	0	0	0.065659	0.0321205	0	6.53e-05	0.0040549	0.270982	0.15938	0	0	0.043887	0	0.0068289	0.004165	0	0	0.0097768	0	0	2.47e-05	0.0038377	0.0370402	0.0728185	0.0092952	0	4e-05	0	0	0	0	0	0	0	0	0.0042702	0.000306	0.0163749	0	0	0.0003006	0	0.0008099	0.0001379	0.0004316	0.0004982	0	0.003085	0.0098015	0	0.0079233	0	0.0015949	0	0.063899	0	0	0	0.0201998	0	0	0.0023454	0	0	0	2.29e-05	0	0	0.0077134	0.0006404	0	0	0	0	0	0
PSM7J1CC	0	0	2.64e-05	0.0009034	0.0018958	0.021176	0.0103303	0.018559	0	0.0029474	0	0	0	0.153146	0.053205	0	1.17e-05	0.0079646	0.144524	0.114426	0.0002923	0	0.0125608	0	0.0059702	0.0055159	0	0	0.0088284	0	0	0	0.0106588	0.0196068	0.04234	0.004474	0	9.76e-05	0	0	0	0	0	0	0	0	0.0143257	0.0021734	0.0399432	0	3.35e-05	0.0051781	0	0.0020866	0.0026712	8e-04	0.0008092	0.0021159	0.0008035	0.0013275	0.0173796	0.0086033	0	0.0005274	0.0009155	0.12979	0	0	0	0.0166912	0	0	0.0021735	0	2.69e-05	0.0022352	0.0001334	0	0	0.004886	0.0012682	0.0005472	0.0001065	0	0.0006836	2.38e-05	0
PSM7J1CG	0	0	0	0	0	0.0001482	0.0125615	0.0403346	0	0.0166457	0	0	0	0.137779	0.109413	0	7.61e-05	0.0035174	0.249291	0.128809	0.0004654	0	0.0011836	0	0.0033827	0.0106457	0	0	0.0188578	0	0	5.62e-05	0.000148	0.0041324	0.0046804	0	0	4.76e-05	0.0033264	0.0002593	0	0.000168	0	0	0.0003612	0.0002429	0.0058026	0	0	0	0	0	0	0.0003712	0.0030782	0	0	0.0002743	0.0002129	0	0	0	0.0008249	0.0009733	0	0.130899	0	0	0	0.0137362	0.0003966	0	0	0	0	0.00014	0.0002771	0.0001226	0.0002448	0.001089	0.0005445	0	0	0	0.0001906	0	0
PSM7J1CI	0	0	0.0050703	0	0.0057987	0.0311545	0.0002051	0.0201002	0	0.0202172	0	0	0	0.0393305	0.0746013	0	6.5e-06	0.0002709	0.169448	0.092669	2.06e-05	0	0.0568693	0	0.0075326	0.0125705	0	0	0.0381113	0	0	0	0.0018956	0.0171875	0.0616583	0	0	1.16e-05	0.0004357	0.0002611	0	5.59e-05	0.0004211	0	0	0.0001197	0.015908	0	0.0377412	0	0	0	0	0.002721	0.006766	0.0028969	0.0002375	0.0026777	0.0011385	0	0.0002039	0.0057322	0	0	0	0.178213	0	0	0	0.0135826	0	0	0.0001681	0	0	0.0001214	3.6e-05	0	0	0.0150156	0.0014002	0	0	0	0.0007364	0	0
PSM7J1CU	0.0075818	0.0008903	0.0047557	0	0	0	0	0.204947	0	0.0175032	0	0	0	0.188804	0.0230459	0	0.0413191	0	0.0095934	5.97e-05	0	0	0	0	0	0	0	0.0114244	0	0	0	4.7e-06	0	0	0	0	0	9.55e-05	0	0	9.5e-05	0	0	9.98e-05	0.0013494	0.0002957	0.0407604	0.0026577	0	0	0	0	0.0205005	0.0001978	0.0040065	0	0	0.003818	0.0025476	0.0059325	0.186111	0	0	0	0.0014949	0.188605	0	0	0	0.0010741	0.000884	0	0	0.0001191	0	0.0001382	0.0003584	0	0	0	0	0.0011678	0.0007505	0	0	0	0
PSM7J1DF	0.0006808	0.0006928	3.78e-05	0	0.0006115	0.0754423	0	0.0061411	0	0.0076832	0.0334386	0.0220159	0.0005211	0	0.0227688	0	0.215098	0.0001709	0.048229	0.019838	5.55e-05	0.0234109	0	0	0.0096501	0.0192841	0	0.0073309	0	0	0	0	0.0257762	0.0247654	0.0866055	0.0134782	0	0	0	0.0002016	0	0	0	0	0	5.04e-05	0	0.001805	0.0328417	0	0	0	0.0006316	0.0005651	0	0.0011669	0.0005469	0	0	0.0008718	0	0.0015232	0.0015927	0.0049555	0.000482	0.0382299	0.0043593	0	0	0.0195071	0	0	0.0242398	0	0	0	0	0	1.99e-05	0.0397321	0.0062437	0.0007253	0	0	0	0.0152021	0
PSM7J1DL	0.0026839	0.0004088	0	0	9.3e-05	0.0507079	0	0.0371983	0	0.0195995	0.0563216	0.012515	0.0005411	0	0.0125246	0	0.209416	0	0.0827159	0.035619	0	0.0181573	0	0	0.0212926	0.0602565	0	0.0291808	0	0	0	0	0.0130079	0.0204905	0.0697107	0.0116144	0	0	0	0	0	0	7.19e-05	0	0	5.47e-05	7.79e-05	0.0014409	0.0232638	0	0	0.0003323	0	0.0003111	0.0008229	0.0011571	0.0002789	0	0	0.001506	0	0.0025279	0.0011901	0.0077565	0.0010219	0.0529891	0.0072062	0	0	0.0382271	0	0	0.0022945	0	0	0	3.95e-05	5.69e-05	0	0.040892	0.0022362	0.0039172	0.0020124	0	0	0.007715	0
PSM7J4EF	0.0005261	0	0.0013546	0	0	0	0	0.299331	0.0213916	0	0	0.0736013	0	0	0.0421756	0	0	0	0.0201484	0.0007984	0.00041	0	0.0012411	0	0	0	0	0	0.0115306	0	0	0	0	0	0.0175517	0	0	0	0	0	0	0	0	0	0	0	0.0059666	0	0.0925329	0	0	0	0	0.0072879	0.0068435	0.004048	0.0165243	0.0013797	0.001317	0	0	0	0.0001366	0	0	0.0827798	0	0	0.0011576	0.0752549	0	0	0.0885776	0	0	0.0032434	0.0036032	0.0269329	0.0223278	0	0.0006939	0.0455263	6.33e-05	0	0.0131457	0	0
PSMA263M	0	0	0.0070642	0	0	0	0	0	0	0	0	0	0	0	0.129217	0	0	0	0	0	0.0532833	0	0	0	0	0.395454	0	0	0.192315	0	0	0	0	0	0	0	0	0	0.0054574	0.0014137	0.0004549	0.0009059	0	0	0.0254791	0.0057315	0	0	0	0	0	0	0.0265268	0	0.0006628	0	0.0175005	0	0	0	0	0	1.16e-05	0	0	2.53e-05	0	0	0	8.17e-05	0.0012408	0	0	0.0312371	0	0.0113832	0	0	0	0	0.0089876	0.0256684	0	0	0	0	0
PSMA263S	0	0	0.0004739	0	0	0	0	0	0	0	0	0	0	0	0.207187	0	0	0	0	0	0.10165	0	0	0	0	0.300426	0	0	0.151759	0	0	0	0	0	0	0	0	0	0.0200046	0	0.0006961	0.0004761	0	0	0.0452119	0.0078701	0	0	0	0	0	0	0.0029158	0	0	0	0.0140868	0	0	0	0	0	0	0	0.0002669	0	0	0	0	6.63e-05	0.0205391	0	0	0.0039678	0.0036194	0.0037589	0.0604296	0	0	0	0	0.0447754	0	0	0.0044582	0	0
PSMA263U	0	0	0.0012277	0	0	0	0	0	0	0	0	0	0	0	0.156112	0	0	0	0	0	0.0723464	0	0	0	0	0.289538	0	0	0.150246	0	0	0	0	0	0	0	0	0	0.0006683	0	0.0001335	0.0001067	0	0	0.0124808	0.0001828	0	0	0	0	0	0	0.0165344	0	0.0002083	0	0.0142878	0	0	0	0	0	1.24e-05	0	0	4.08e-05	0	0	0	6.42e-05	0.0136365	0	0	0.0007241	0.0008771	0.0105857	0.0464931	0	0	0	0.0002791	0.157635	0	0.0159763	2.14e-05	0	0
PSMA263W	0	0	0.0009226	0	0	0	0	0	0	0	0	0	0	0	0.258775	0	0	0	2.78e-05	7.91e-05	0.112089	0	0	0	0	0.246879	0	0	0.157619	0	0	6.39e-05	0	0	0	0	0	0	0.0202994	0.0008242	0.0081754	0.0060732	0	0	0.0326123	0.0097114	0	0	0	0	0	0	0.0073299	0.0004962	0.001743	0	0.0448123	0	0	0	0	0	8.1e-06	0	0	0	0	0	0	0	0.0117466	0	0	0.0008657	0.0005913	0.0041286	0.0288073	0	0	0	0.0050206	0.0256527	0	0.000772	0.0011018	0	0
PSMA264K	4.24e-05	0	0.0021909	0	0.0001425	0.0167366	0	0.0022049	0	0.0569699	1.14e-05	0.0251916	0	0	0.0111669	0	0.530437	1.89e-05	0.021602	0.0314988	0.00116	0	0.0034055	0	0	0	0	0	8.53e-05	0	0	0	0	0	0	0	0	0	4.74e-05	7.92e-05	0	0	0	0	0.0002327	0.0001727	0	0	0	0	0	0	0.0003019	0.0003761	0	0.000637	0.0039829	0	0	0	0	0	1.21e-05	0	0	0.276792	0	0	0	0.0019609	0	0	0	0	0	0	8.2e-06	0	0	0	0	0	0	0	0.0003745	0	0
PSMA264O	0.0039057	0	0.0008816	0	0	0.0757754	0	0	0	0	0.0191891	0	0	0.0417252	0.0102085	0	0.0073592	0.0260082	0.0045623	0.0275126	0.0001214	0	0	0	0	5.46e-05	0	0.0052264	0.0105472	0	0	0.459792	0	0	0	0	0	0	0.0007293	0	0	0.0002579	0	6.6e-06	0.0012172	0.0022049	0.0020496	0	0.0032217	0	0.0007525	0	0.0005075	1.8e-05	0.0003926	0	0	0	0.000843	0.0185085	0.0023496	0.0156874	0	0.0039696	0.000975	0.163754	0	0	0	0.000121	8.57e-05	0	0.0126398	0.0004209	0.0002471	0.0028321	0.0008762	0	0	0	0	0	0	0	0.0036115	0	0
